name,description,schema,source
list_issues,List issues in a GitHub repository with filtering options,"{""type"": ""object"", ""properties"": {""owner"": {""type"": ""string""}, ""repo"": {""type"": ""string""}, ""direction"": {""type"": ""string"", ""enum"": [""asc"", ""desc""]}, ""labels"": {""type"": ""array"", ""items"": {""type"": ""string""}}, ""page"": {""type"": ""number""}, ""per_page"": {""type"": ""number""}, ""since"": {""type"": ""string""}, ""sort"": {""type"": ""string"", ""enum"": [""created"", ""updated"", ""comments""]}, ""state"": {""type"": ""string"", ""enum"": [""open"", ""closed"", ""all""]}}, ""required"": [""owner"", ""repo""], ""additionalProperties"": false, ""$schema"": ""http://json-schema.org/draft-07/schema#""}",/Users/ashwin/Library/Application Support/Code/User/workspaceStorage/ff2db64de7b17228a7c19604dafe95e0/state.vscdb
update_issue,Update an existing issue in a GitHub repository,"{""type"": ""object"", ""properties"": {""owner"": {""type"": ""string""}, ""repo"": {""type"": ""string""}, ""issue_number"": {""type"": ""number""}, ""title"": {""type"": ""string""}, ""body"": {""type"": ""string""}, ""assignees"": {""type"": ""array"", ""items"": {""type"": ""string""}}, ""milestone"": {""type"": ""number""}, ""labels"": {""type"": ""array"", ""items"": {""type"": ""string""}}, ""state"": {""type"": ""string"", ""enum"": [""open"", ""closed""]}}, ""required"": [""owner"", ""repo"", ""issue_number""], ""additionalProperties"": false, ""$schema"": ""http://json-schema.org/draft-07/schema#""}",/Users/ashwin/Library/Application Support/Code/User/workspaceStorage/ff2db64de7b17228a7c19604dafe95e0/state.vscdb
add_issue_comment,Add a comment to an existing issue,"{""type"": ""object"", ""properties"": {""owner"": {""type"": ""string""}, ""repo"": {""type"": ""string""}, ""issue_number"": {""type"": ""number""}, ""body"": {""type"": ""string""}}, ""required"": [""owner"", ""repo"", ""issue_number"", ""body""], ""additionalProperties"": false, ""$schema"": ""http://json-schema.org/draft-07/schema#""}",/Users/ashwin/Library/Application Support/Code/User/workspaceStorage/ff2db64de7b17228a7c19604dafe95e0/state.vscdb
search_code,Search for code across GitHub repositories,"{""type"": ""object"", ""properties"": {""q"": {""type"": ""string""}, ""order"": {""type"": ""string"", ""enum"": [""asc"", ""desc""]}, ""page"": {""type"": ""number"", ""minimum"": 1}, ""per_page"": {""type"": ""number"", ""minimum"": 1, ""maximum"": 100}}, ""required"": [""q""], ""additionalProperties"": false, ""$schema"": ""http://json-schema.org/draft-07/schema#""}",/Users/ashwin/Library/Application Support/Code/User/workspaceStorage/ff2db64de7b17228a7c19604dafe95e0/state.vscdb
search_issues,Search for issues and pull requests across GitHub repositories,"{""type"": ""object"", ""properties"": {""q"": {""type"": ""string""}, ""order"": {""type"": ""string"", ""enum"": [""asc"", ""desc""]}, ""page"": {""type"": ""number"", ""minimum"": 1}, ""per_page"": {""type"": ""number"", ""minimum"": 1, ""maximum"": 100}, ""sort"": {""type"": ""string"", ""enum"": [""comments"", ""reactions"", ""reactions-+1"", ""reactions--1"", ""reactions-smile"", ""reactions-thinking_face"", ""reactions-heart"", ""reactions-tada"", ""interactions"", ""created"", ""updated""]}}, ""required"": [""q""], ""additionalProperties"": false, ""$schema"": ""http://json-schema.org/draft-07/schema#""}",/Users/ashwin/Library/Application Support/Code/User/workspaceStorage/ff2db64de7b17228a7c19604dafe95e0/state.vscdb
search_users,Search for users on GitHub,"{""type"": ""object"", ""properties"": {""q"": {""type"": ""string""}, ""order"": {""type"": ""string"", ""enum"": [""asc"", ""desc""]}, ""page"": {""type"": ""number"", ""minimum"": 1}, ""per_page"": {""type"": ""number"", ""minimum"": 1, ""maximum"": 100}, ""sort"": {""type"": ""string"", ""enum"": [""followers"", ""repositories"", ""joined""]}}, ""required"": [""q""], ""additionalProperties"": false, ""$schema"": ""http://json-schema.org/draft-07/schema#""}",/Users/ashwin/Library/Application Support/Code/User/workspaceStorage/ff2db64de7b17228a7c19604dafe95e0/state.vscdb
get_issue,Get details of a specific issue in a GitHub repository.,"{""type"": ""object"", ""properties"": {""owner"": {""type"": ""string""}, ""repo"": {""type"": ""string""}, ""issue_number"": {""type"": ""number""}}, ""required"": [""owner"", ""repo"", ""issue_number""], ""additionalProperties"": false, ""$schema"": ""http://json-schema.org/draft-07/schema#""}",/Users/ashwin/Library/Application Support/Code/User/workspaceStorage/ff2db64de7b17228a7c19604dafe95e0/state.vscdb
get_pull_request,Get details of a specific pull request,"{""type"": ""object"", ""properties"": {""owner"": {""type"": ""string"", ""description"": ""Repository owner (username or organization)""}, ""repo"": {""type"": ""string"", ""description"": ""Repository name""}, ""pull_number"": {""type"": ""number"", ""description"": ""Pull request number""}}, ""required"": [""owner"", ""repo"", ""pull_number""], ""additionalProperties"": false, ""$schema"": ""http://json-schema.org/draft-07/schema#""}",/Users/ashwin/Library/Application Support/Code/User/workspaceStorage/ff2db64de7b17228a7c19604dafe95e0/state.vscdb
list_pull_requests,List and filter repository pull requests,"{""type"": ""object"", ""properties"": {""owner"": {""type"": ""string"", ""description"": ""Repository owner (username or organization)""}, ""repo"": {""type"": ""string"", ""description"": ""Repository name""}, ""state"": {""type"": ""string"", ""enum"": [""open"", ""closed"", ""all""], ""description"": ""State of the pull requests to return""}, ""head"": {""type"": ""string"", ""description"": ""Filter by head user or head organization and branch name""}, ""base"": {""type"": ""string"", ""description"": ""Filter by base branch name""}, ""sort"": {""type"": ""string"", ""enum"": [""created"", ""updated"", ""popularity"", ""long-running""], ""description"": ""What to sort results by""}, ""direction"": {""type"": ""string"", ""enum"": [""asc"", ""desc""], ""description"": ""The direction of the sort""}, ""per_page"": {""type"": ""number"", ""description"": ""Results per page (max 100)""}, ""page"": {""type"": ""number"", ""description"": ""Page number of the results""}}, ""required"": [""owner"", ""repo""], ""additionalProperties"": false, ""$schema"": ""http://json-schema.org/draft-07/schema#""}",/Users/ashwin/Library/Application Support/Code/User/workspaceStorage/ff2db64de7b17228a7c19604dafe95e0/state.vscdb
create_pull_request_review,Create a review on a pull request,"{""type"": ""object"", ""properties"": {""owner"": {""type"": ""string"", ""description"": ""Repository owner (username or organization)""}, ""repo"": {""type"": ""string"", ""description"": ""Repository name""}, ""pull_number"": {""type"": ""number"", ""description"": ""Pull request number""}, ""commit_id"": {""type"": ""string"", ""description"": ""The SHA of the commit that needs a review""}, ""body"": {""type"": ""string"", ""description"": ""The body text of the review""}, ""event"": {""type"": ""string"", ""enum"": [""APPROVE"", ""REQUEST_CHANGES"", ""COMMENT""], ""description"": ""The review action to perform""}, ""comments"": {""type"": ""array"", ""items"": {""anyOf"": [{""type"": ""object"", ""properties"": {""path"": {""type"": ""string"", ""description"": ""The relative path to the file being commented on""}, ""position"": {""type"": ""number"", ""description"": ""The position in the diff where you want to add a review comment""}, ""body"": {""type"": ""string"", ""description"": ""Text of the review comment""}}, ""required"": [""path"", ""position"", ""body""], ""additionalProperties"": false}, {""type"": ""object"", ""properties"": {""path"": {""type"": ""string"", ""description"": ""The relative path to the file being commented on""}, ""line"": {""type"": ""number"", ""description"": ""The line number in the file where you want to add a review comment""}, ""body"": {""type"": ""string"", ""description"": ""Text of the review comment""}}, ""required"": [""path"", ""line"", ""body""], ""additionalProperties"": false}]}, ""description"": ""Comments to post as part of the review (specify either position or line, not both)""}}, ""required"": [""owner"", ""repo"", ""pull_number"", ""body"", ""event""], ""additionalProperties"": false, ""$schema"": ""http://json-schema.org/draft-07/schema#""}",/Users/ashwin/Library/Application Support/Code/User/workspaceStorage/ff2db64de7b17228a7c19604dafe95e0/state.vscdb
merge_pull_request,Merge a pull request,"{""type"": ""object"", ""properties"": {""owner"": {""type"": ""string"", ""description"": ""Repository owner (username or organization)""}, ""repo"": {""type"": ""string"", ""description"": ""Repository name""}, ""pull_number"": {""type"": ""number"", ""description"": ""Pull request number""}, ""commit_title"": {""type"": ""string"", ""description"": ""Title for the automatic commit message""}, ""commit_message"": {""type"": ""string"", ""description"": ""Extra detail to append to automatic commit message""}, ""merge_method"": {""type"": ""string"", ""enum"": [""merge"", ""squash"", ""rebase""], ""description"": ""Merge method to use""}}, ""required"": [""owner"", ""repo"", ""pull_number""], ""additionalProperties"": false, ""$schema"": ""http://json-schema.org/draft-07/schema#""}",/Users/ashwin/Library/Application Support/Code/User/workspaceStorage/ff2db64de7b17228a7c19604dafe95e0/state.vscdb
get_pull_request_files,Get the list of files changed in a pull request,"{""type"": ""object"", ""properties"": {""owner"": {""type"": ""string"", ""description"": ""Repository owner (username or organization)""}, ""repo"": {""type"": ""string"", ""description"": ""Repository name""}, ""pull_number"": {""type"": ""number"", ""description"": ""Pull request number""}}, ""required"": [""owner"", ""repo"", ""pull_number""], ""additionalProperties"": false, ""$schema"": ""http://json-schema.org/draft-07/schema#""}",/Users/ashwin/Library/Application Support/Code/User/workspaceStorage/ff2db64de7b17228a7c19604dafe95e0/state.vscdb
get_pull_request_status,Get the combined status of all status checks for a pull request,"{""type"": ""object"", ""properties"": {""owner"": {""type"": ""string"", ""description"": ""Repository owner (username or organization)""}, ""repo"": {""type"": ""string"", ""description"": ""Repository name""}, ""pull_number"": {""type"": ""number"", ""description"": ""Pull request number""}}, ""required"": [""owner"", ""repo"", ""pull_number""], ""additionalProperties"": false, ""$schema"": ""http://json-schema.org/draft-07/schema#""}",/Users/ashwin/Library/Application Support/Code/User/workspaceStorage/ff2db64de7b17228a7c19604dafe95e0/state.vscdb
update_pull_request_branch,Update a pull request branch with the latest changes from the base branch,"{""type"": ""object"", ""properties"": {""owner"": {""type"": ""string"", ""description"": ""Repository owner (username or organization)""}, ""repo"": {""type"": ""string"", ""description"": ""Repository name""}, ""pull_number"": {""type"": ""number"", ""description"": ""Pull request number""}, ""expected_head_sha"": {""type"": ""string"", ""description"": ""The expected SHA of the pull request's HEAD ref""}}, ""required"": [""owner"", ""repo"", ""pull_number""], ""additionalProperties"": false, ""$schema"": ""http://json-schema.org/draft-07/schema#""}",/Users/ashwin/Library/Application Support/Code/User/workspaceStorage/ff2db64de7b17228a7c19604dafe95e0/state.vscdb
get_pull_request_comments,Get the review comments on a pull request,"{""type"": ""object"", ""properties"": {""owner"": {""type"": ""string"", ""description"": ""Repository owner (username or organization)""}, ""repo"": {""type"": ""string"", ""description"": ""Repository name""}, ""pull_number"": {""type"": ""number"", ""description"": ""Pull request number""}}, ""required"": [""owner"", ""repo"", ""pull_number""], ""additionalProperties"": false, ""$schema"": ""http://json-schema.org/draft-07/schema#""}",/Users/ashwin/Library/Application Support/Code/User/workspaceStorage/ff2db64de7b17228a7c19604dafe95e0/state.vscdb
get_pull_request_reviews,Get the reviews on a pull request,"{""type"": ""object"", ""properties"": {""owner"": {""type"": ""string"", ""description"": ""Repository owner (username or organization)""}, ""repo"": {""type"": ""string"", ""description"": ""Repository name""}, ""pull_number"": {""type"": ""number"", ""description"": ""Pull request number""}}, ""required"": [""owner"", ""repo"", ""pull_number""], ""additionalProperties"": false, ""$schema"": ""http://json-schema.org/draft-07/schema#""}",/Users/ashwin/Library/Application Support/Code/User/workspaceStorage/ff2db64de7b17228a7c19604dafe95e0/state.vscdb
add_issue_comment,Add a comment to a specific issue in a GitHub repository.,"{""properties"": {""body"": {""description"": ""Comment content"", ""type"": ""string""}, ""issue_number"": {""description"": ""Issue number to comment on"", ""type"": ""number""}, ""owner"": {""description"": ""Repository owner"", ""type"": ""string""}, ""repo"": {""description"": ""Repository name"", ""type"": ""string""}}, ""required"": [""owner"", ""repo"", ""issue_number"", ""body""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
add_pull_request_review_comment_to_pending_review,"Add a comment to the requester's latest pending pull request review, a pending review needs to already exist to call this (check with the user if not sure).","{""properties"": {""body"": {""description"": ""The text of the review comment"", ""type"": ""string""}, ""line"": {""description"": ""The line of the blob in the pull request diff that the comment applies to. For multi-line comments, the last line of the range"", ""type"": ""number""}, ""owner"": {""description"": ""Repository owner"", ""type"": ""string""}, ""path"": {""description"": ""The relative path to the file that necessitates a comment"", ""type"": ""string""}, ""pullNumber"": {""description"": ""Pull request number"", ""type"": ""number""}, ""repo"": {""description"": ""Repository name"", ""type"": ""string""}, ""side"": {""description"": ""The side of the diff to comment on. LEFT indicates the previous state, RIGHT indicates the new state"", ""enum"": [""LEFT"", ""RIGHT""], ""type"": ""string""}, ""startLine"": {""description"": ""For multi-line comments, the first line of the range that the comment applies to"", ""type"": ""number""}, ""startSide"": {""description"": ""For multi-line comments, the starting side of the diff that the comment applies to. LEFT indicates the previous state, RIGHT indicates the new state"", ""enum"": [""LEFT"", ""RIGHT""], ""type"": ""string""}, ""subjectType"": {""description"": ""The level at which the comment is targeted"", ""enum"": [""FILE"", ""LINE""], ""type"": ""string""}}, ""required"": [""owner"", ""repo"", ""pullNumber"", ""path"", ""body"", ""subjectType""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
assign_copilot_to_issue,"Assign Copilot to a specific issue in a GitHub repository.

This tool can help with the following outcomes:
- a Pull Request created with source code changes to resolve the issue


More information can be found at:
- https://docs.github.com/en/copilot/using-github-copilot/using-copilot-coding-agent-to-work-on-tasks/about-assigning-tasks-to-copilot
","{""properties"": {""issueNumber"": {""description"": ""Issue number"", ""type"": ""number""}, ""owner"": {""description"": ""Repository owner"", ""type"": ""string""}, ""repo"": {""description"": ""Repository name"", ""type"": ""string""}}, ""required"": [""owner"", ""repo"", ""issueNumber""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
create_and_submit_pull_request_review,Create and submit a review for a pull request without review comments.,"{""properties"": {""body"": {""description"": ""Review comment text"", ""type"": ""string""}, ""commitID"": {""description"": ""SHA of commit to review"", ""type"": ""string""}, ""event"": {""description"": ""Review action to perform"", ""enum"": [""APPROVE"", ""REQUEST_CHANGES"", ""COMMENT""], ""type"": ""string""}, ""owner"": {""description"": ""Repository owner"", ""type"": ""string""}, ""pullNumber"": {""description"": ""Pull request number"", ""type"": ""number""}, ""repo"": {""description"": ""Repository name"", ""type"": ""string""}}, ""required"": [""owner"", ""repo"", ""pullNumber"", ""body"", ""event""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
create_branch,Create a new branch in a GitHub repository,"{""properties"": {""branch"": {""description"": ""Name for new branch"", ""type"": ""string""}, ""from_branch"": {""description"": ""Source branch (defaults to repo default)"", ""type"": ""string""}, ""owner"": {""description"": ""Repository owner"", ""type"": ""string""}, ""repo"": {""description"": ""Repository name"", ""type"": ""string""}}, ""required"": [""owner"", ""repo"", ""branch""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
create_issue,Create a new issue in a GitHub repository.,"{""properties"": {""assignees"": {""description"": ""Usernames to assign to this issue"", ""items"": {""type"": ""string""}, ""type"": ""array""}, ""body"": {""description"": ""Issue body content"", ""type"": ""string""}, ""labels"": {""description"": ""Labels to apply to this issue"", ""items"": {""type"": ""string""}, ""type"": ""array""}, ""milestone"": {""description"": ""Milestone number"", ""type"": ""number""}, ""owner"": {""description"": ""Repository owner"", ""type"": ""string""}, ""repo"": {""description"": ""Repository name"", ""type"": ""string""}, ""title"": {""description"": ""Issue title"", ""type"": ""string""}}, ""required"": [""owner"", ""repo"", ""title""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
create_or_update_file,"Create or update a single file in a GitHub repository. If updating, you must provide the SHA of the file you want to update.","{""properties"": {""branch"": {""description"": ""Branch to create/update the file in"", ""type"": ""string""}, ""content"": {""description"": ""Content of the file"", ""type"": ""string""}, ""message"": {""description"": ""Commit message"", ""type"": ""string""}, ""owner"": {""description"": ""Repository owner (username or organization)"", ""type"": ""string""}, ""path"": {""description"": ""Path where to create/update the file"", ""type"": ""string""}, ""repo"": {""description"": ""Repository name"", ""type"": ""string""}, ""sha"": {""description"": ""SHA of file being replaced (for updates)"", ""type"": ""string""}}, ""required"": [""owner"", ""repo"", ""path"", ""content"", ""message"", ""branch""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
create_pending_pull_request_review,"Create a pending review for a pull request. Call this first before attempting to add comments to a pending review, and ultimately submitting it. A pending pull request review means a pull request review, it is pending because you create it first and submit it later, and the PR author will not see it until it is submitted.","{""properties"": {""commitID"": {""description"": ""SHA of commit to review"", ""type"": ""string""}, ""owner"": {""description"": ""Repository owner"", ""type"": ""string""}, ""pullNumber"": {""description"": ""Pull request number"", ""type"": ""number""}, ""repo"": {""description"": ""Repository name"", ""type"": ""string""}}, ""required"": [""owner"", ""repo"", ""pullNumber""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
create_pull_request,Create a new pull request in a GitHub repository.,"{""properties"": {""base"": {""description"": ""Branch to merge into"", ""type"": ""string""}, ""body"": {""description"": ""PR description"", ""type"": ""string""}, ""draft"": {""description"": ""Create as draft PR"", ""type"": ""boolean""}, ""head"": {""description"": ""Branch containing changes"", ""type"": ""string""}, ""maintainer_can_modify"": {""description"": ""Allow maintainer edits"", ""type"": ""boolean""}, ""owner"": {""description"": ""Repository owner"", ""type"": ""string""}, ""repo"": {""description"": ""Repository name"", ""type"": ""string""}, ""title"": {""description"": ""PR title"", ""type"": ""string""}}, ""required"": [""owner"", ""repo"", ""title"", ""head"", ""base""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
create_repository,Create a new GitHub repository in your account,"{""properties"": {""autoInit"": {""description"": ""Initialize with README"", ""type"": ""boolean""}, ""description"": {""description"": ""Repository description"", ""type"": ""string""}, ""name"": {""description"": ""Repository name"", ""type"": ""string""}, ""private"": {""description"": ""Whether repo should be private"", ""type"": ""boolean""}}, ""required"": [""name""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
delete_file,Delete a file from a GitHub repository,"{""properties"": {""branch"": {""description"": ""Branch to delete the file from"", ""type"": ""string""}, ""message"": {""description"": ""Commit message"", ""type"": ""string""}, ""owner"": {""description"": ""Repository owner (username or organization)"", ""type"": ""string""}, ""path"": {""description"": ""Path to the file to delete"", ""type"": ""string""}, ""repo"": {""description"": ""Repository name"", ""type"": ""string""}}, ""required"": [""owner"", ""repo"", ""path"", ""message"", ""branch""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
delete_pending_pull_request_review,"Delete the requester's latest pending pull request review. Use this after the user decides not to submit a pending review, if you don't know if they already created one then check first.","{""properties"": {""owner"": {""description"": ""Repository owner"", ""type"": ""string""}, ""pullNumber"": {""description"": ""Pull request number"", ""type"": ""number""}, ""repo"": {""description"": ""Repository name"", ""type"": ""string""}}, ""required"": [""owner"", ""repo"", ""pullNumber""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
dismiss_notification,Dismiss a notification by marking it as read or done,"{""properties"": {""state"": {""description"": ""The new state of the notification (read/done)"", ""enum"": [""read"", ""done""], ""type"": ""string""}, ""threadID"": {""description"": ""The ID of the notification thread"", ""type"": ""string""}}, ""required"": [""threadID""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
fork_repository,Fork a GitHub repository to your account or specified organization,"{""properties"": {""organization"": {""description"": ""Organization to fork to"", ""type"": ""string""}, ""owner"": {""description"": ""Repository owner"", ""type"": ""string""}, ""repo"": {""description"": ""Repository name"", ""type"": ""string""}}, ""required"": [""owner"", ""repo""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
get_code_scanning_alert,Get details of a specific code scanning alert in a GitHub repository.,"{""properties"": {""alertNumber"": {""description"": ""The number of the alert."", ""type"": ""number""}, ""owner"": {""description"": ""The owner of the repository."", ""type"": ""string""}, ""repo"": {""description"": ""The name of the repository."", ""type"": ""string""}}, ""required"": [""owner"", ""repo"", ""alertNumber""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
get_commit,Get details for a commit from a GitHub repository,"{""properties"": {""owner"": {""description"": ""Repository owner"", ""type"": ""string""}, ""page"": {""description"": ""Page number for pagination (min 1)"", ""minimum"": 1, ""type"": ""number""}, ""perPage"": {""description"": ""Results per page for pagination (min 1, max 100)"", ""maximum"": 100, ""minimum"": 1, ""type"": ""number""}, ""repo"": {""description"": ""Repository name"", ""type"": ""string""}, ""sha"": {""description"": ""Commit SHA, branch name, or tag name"", ""type"": ""string""}}, ""required"": [""owner"", ""repo"", ""sha""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
get_file_contents,Get the contents of a file or directory from a GitHub repository,"{""properties"": {""branch"": {""description"": ""Branch to get contents from"", ""type"": ""string""}, ""owner"": {""description"": ""Repository owner (username or organization)"", ""type"": ""string""}, ""path"": {""description"": ""Path to file/directory (directories must end with a slash '/')"", ""type"": ""string""}, ""repo"": {""description"": ""Repository name"", ""type"": ""string""}}, ""required"": [""owner"", ""repo"", ""path""], ""type"": ""object""}",/Users/ashwin/Library/Application Support/Code/User/globalStorage/state.vscdb
